Record ID,SchoolName,Borough,Building,Street,Address Line 1,City,ZipCode,Last Inspection Date,Permittee,Inspection Date,Code,Violation Description,Critical Level,LATITUDE,LONGITUDE,COMMUNITYBOARD,COUNCILDISTRICT,CENSUSTRACT,BIN,BBL,NTA
100261,THE SPENCE SCHOOL,Manhattan,56,EAST   93 STREET,56 EAST   93 STREET,"NEW YORK, NY 10128",10128,11/20/2019,TRUSTEES OF THE SPENCE SCHOOL,04/12/2019,,,,40.785054581293,-73.955034782815,108,04,016001,1047080,1015040047,MN40
112393,OWNCS MIDDLE SCHOOL,Queens,3120,37 STREET,3120 37 STREET,"ASTORIA, NY 11103",11103,04/12/2019,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,04/12/2019,18A,"Current valid permit, registration or other authorization to operate establishment not available.",AV,40.761383424333,-73.919252473453,401,22,006100,4436901,4006490042,QN70
117332,P.S. 150 QUEENS ANNEX,Queens,41-12,44 STREET,41-12 44 STREET,"SUNNYSIDE, NY 11104",11104,04/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/12/2019,,,,40.746515528871,-73.919931008408,402,26,018300,4436667,4001580025,QN31
323482,MARTIN DE PORRES SCHOOLS,Queens,140,BEACH 112TH ST,140 BEACH 112TH ST,"ROCKAWAY PARK, NY 11694",11694,04/12/2019,MARTIN DE PORRES SCHOOLS,04/12/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.579772670559,-73.833131791372,414,32,093800,4303856,4161840001,QN10
54035,P.S. 99 QUEENS (ANNEX),Queens,83-34,KEW GARDENS ROAD,83-34 KEW GARDENS ROAD,"KEW GARDENS, NY 11415",11415,10/02/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/12/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.710160659296,-73.827368348764,409,29,013800,4437660,4033540039,QN60
53696,P.S. 200 QUEENS,Queens,70-10,164 STREET,70-10 164 STREET,"FRESH MEADOWS, NY 11365",11365,07/30/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/12/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.731361318703,-73.805115746011,408,24,122701,4146990,4067890001,QN38
347521,ST. CAMILLUS CATHOLIC ACADEMY,Queens,99-15,ROCKAWAY BEACH BOULEVARD,99-15 ROCKAWAY BEACH BOULEVARD,"QUEENS, NY 11694",11694,04/29/2019,ST. CAMILLUS CATHOLIC ACADEMY,04/12/2019,18A,"Current valid permit, registration or other authorization to operate establishment not available.",AV,40.584115077254,-73.820527456024,414,32,094201,4439788,4161720020,QN10
318998,A. FANTIS PAROCHIAL SCHOOL,Brooklyn,195,STATE ST,195 STATE ST,"BROOKLYN, NY 11201",11201,10/18/2019,A.Fantis Parochial School,04/12/2019,04A,Food Protection Certificate not held by supervisor of food operations.,C,40.690151893923,-73.99145035356,302,33,000900,3329468,3002710032,BK09
54035,P.S. 99 QUEENS (ANNEX),Queens,83-34,KEW GARDENS ROAD,83-34 KEW GARDENS ROAD,"KEW GARDENS, NY 11415",11415,10/02/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/12/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.710160659296,-73.827368348764,409,29,013800,4437660,4033540039,QN60
54029,P.S. 81 QUEENS (ANNEX),Queens,511,SENECA AVENUE,511 SENECA AVENUE,"RIDGEWOOD, NY 11385",11385,04/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/12/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.70530794295,-73.911908790208,405,34,054500,4081987,4034340001,QN20
323482,MARTIN DE PORRES SCHOOLS,Queens,140,BEACH 112TH ST,140 BEACH 112TH ST,"ROCKAWAY PARK, NY 11694",11694,04/12/2019,MARTIN DE PORRES SCHOOLS,04/12/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.579772670559,-73.833131791372,414,32,093800,4303856,4161840001,QN10
340453,NORD ANGLIA INTERNATIONAL SCHOOL,Manhattan,44,E 2ND ST,44 E 2ND ST,"NEW YORK, NY 10003",10003,04/15/2019,FLIK INTERNATIONAL CORP,04/15/2019,10J,Hand wash sign not posted,G,40.724829211638,-73.990110998723,103,02,003602,1066659,1004440059,MN22
54177,SEWARD PARK HIGH SCHOOL CAMPUS,Manhattan,350,GRAND STREET,350 GRAND STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.717341440773,-73.989596255641,103,01,001800,1005283,1004080030,MN27
81821,LITTLE RED SCHOOL HOUSE,Manhattan,196,BLEEKER STREET,196 BLEEKER STREET,"NEW YORK, NY 10012",10012,10/02/2019,CATER TO YOU INC,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.729331043579,-74.001565894784,102,03,006500,1008299,1005260020,MN23
53854,P.S. 41 MANHATTAN,Manhattan,116,WEST   11 STREET,116 WEST   11 STREET,"NEW YORK, NY 10011",10011,08/01/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.735685180799,-73.999025732568,102,03,007100,1010543,1006060049,MN23
119608,XAVIER HIGH SCHOOL,Manhattan,30,WEST   16 STREET,30 WEST   16 STREET,"NEW YORK, NY 10011",10011,09/25/2019,"COMPASS GROUP USA, INC.",04/15/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.737795740891,-73.993800575286,105,03,005400,1080629,1008170072,MN13
53895,P.S. 79 MANHATTAN,Manhattan,55,EAST  120 STREET,55 EAST  120 STREET,"NEW YORK, NY 10035",10035,07/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.802412345396,-73.942633750365,111,09,019800,1053968,1017470001,MN34
81821,LITTLE RED SCHOOL HOUSE,Manhattan,196,BLEEKER STREET,196 BLEEKER STREET,"NEW YORK, NY 10012",10012,10/02/2019,CATER TO YOU INC,04/15/2019,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",AV,40.729331043579,-74.001565894784,102,03,006500,1008299,1005260020,MN23
54619,PAUL ROBESON HIGH SCHOOL FOR BUSINESS & TECHNOLOGY / PATHWAYS IN TECHNOLOGY / HEALTH ACADEMY,Brooklyn,150,ALBANY AVENUE,150 ALBANY AVENUE,"BROOKLYN, NY 11213",11213,07/08/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.675605058238,-73.938842489773,308,36,031100,3030553,3012160046,BK61
54136,P.S. 188 MANHATTAN,Manhattan,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.719590493805,-73.97790392047,103,02,002000,1004349,1003560100,MN28
119608,XAVIER HIGH SCHOOL,Manhattan,30,WEST   16 STREET,30 WEST   16 STREET,"NEW YORK, NY 10011",10011,09/25/2019,"COMPASS GROUP USA, INC.",04/15/2019,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",A,40.737795740891,-73.993800575286,105,03,005400,1080629,1008170072,MN13
119608,XAVIER HIGH SCHOOL,Manhattan,30,WEST   16 STREET,30 WEST   16 STREET,"NEW YORK, NY 10011",10011,09/25/2019,"COMPASS GROUP USA, INC.",04/15/2019,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,G,40.737795740891,-73.993800575286,105,03,005400,1080629,1008170072,MN13
335203,LEMAN MANHATTAN,Manhattan,1,MORRIS ST,1 MORRIS ST,"NEW YORK, NY 10004",10004,10/08/2019,LEMAN MANHATTAN PREPARATORY SCHOOL LLC,04/15/2019,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",A,40.705895444384,-74.013377543954,101,01,001300,1000045,1000130027,MN25
332407,LEMAN MANHATTAN PREPARATORY SCHOOL,Manhattan,41,BROAD ST,41 BROAD ST,"NEW YORK, NY 10004",10004,10/11/2019,"LEMAN MANHATTAN PREPARATORY SCHOOL, LLC",04/15/2019,04A,Food Protection Certificate not held by supervisor of food operations.,C,40.705569025586,-74.011447860812,101,01,000900,1000823,1000250010,MN25
54136,P.S. 188 MANHATTAN,Manhattan,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.719590493805,-73.97790392047,103,02,002000,1004349,1003560100,MN28
53925,P.S. 45 QUEENS,Queens,126-28,150 STREET,126-28 150 STREET,"JAMAICA, NY 11436",11436,11/06/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.67271925188,-73.788164067673,412,28,078800,4262725,4121040001,QN76
347925,PRE-K CENTER AT 89-14 PARSON BOULEVARD,Queens,8914,PARSONS BLVD,8914 PARSONS BLVD,"JAMAICA, NY 11432",11432,10/16/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,,,,40.705524094725,-73.801530701954,412,24,024000,4208831,4097557501,QN61
54177,SEWARD PARK HIGH SCHOOL CAMPUS,Manhattan,350,GRAND STREET,350 GRAND STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.717341440773,-73.989596255641,103,01,001800,1005283,1004080030,MN27
54177,SEWARD PARK HIGH SCHOOL CAMPUS,Manhattan,350,GRAND STREET,350 GRAND STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.717341440773,-73.989596255641,103,01,001800,1005283,1004080030,MN27
356873,THE MARY LOUIS ACADEMY,Queens,17621,WEXFORD TER,17621 WEXFORD TER,"JAMAICA, NY 11432",11432,11/26/2019,ACQUISTA FOOD SERVICE III INC,04/15/2019,09C,Food contact surface not properly maintained.,G,40.712894979903,-73.786881597976,408,24,046600,4439408,4098850008,QN06
54136,P.S. 188 MANHATTAN,Manhattan,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",C,40.719590493805,-73.97790392047,103,02,002000,1004349,1003560100,MN28
81821,LITTLE RED SCHOOL HOUSE,Manhattan,196,BLEEKER STREET,196 BLEEKER STREET,"NEW YORK, NY 10012",10012,10/02/2019,CATER TO YOU INC,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.729331043579,-74.001565894784,102,03,006500,1008299,1005260020,MN23
53955,P.S. 82 ANNEX(ST. JOSEPH'S),Queens,108-43,SUTPHIN BOULEVARD,108-43 SUTPHIN BOULEVARD,"JAMAICA, NY 11435",11435,11/21/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.692173708732,-73.798509063648,412,28,025400,4216040,4101410043,QN01
53925,P.S. 45 QUEENS,Queens,126-28,150 STREET,126-28 150 STREET,"JAMAICA, NY 11436",11436,11/06/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",C,40.67271925188,-73.788164067673,412,28,078800,4262725,4121040001,QN76
356873,THE MARY LOUIS ACADEMY,Queens,17621,WEXFORD TER,17621 WEXFORD TER,"JAMAICA, NY 11432",11432,11/26/2019,ACQUISTA FOOD SERVICE III INC,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.712894979903,-73.786881597976,408,24,046600,4439408,4098850008,QN06
53998,P.S. 123 MANHATTAN,Manhattan,301,WEST  140 STREET,301 WEST  140 STREET,"NEW YORK, NY 10030",10030,10/08/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.819760021613,-73.944432451724,110,09,022102,1060726,1020420035,MN03
53998,P.S. 123 MANHATTAN,Manhattan,301,WEST  140 STREET,301 WEST  140 STREET,"NEW YORK, NY 10030",10030,10/08/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.819760021613,-73.944432451724,110,09,022102,1060726,1020420035,MN03
119608,XAVIER HIGH SCHOOL,Manhattan,30,WEST   16 STREET,30 WEST   16 STREET,"NEW YORK, NY 10011",10011,09/25/2019,"COMPASS GROUP USA, INC.",04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.737795740891,-73.993800575286,105,03,005400,1080629,1008170072,MN13
54177,SEWARD PARK HIGH SCHOOL CAMPUS,Manhattan,350,GRAND STREET,350 GRAND STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,06F,Wiping cloths soiled or not stored in sanitizing solution.,C,40.717341440773,-73.989596255641,103,01,001800,1005283,1004080030,MN27
340453,NORD ANGLIA INTERNATIONAL SCHOOL,Manhattan,44,E 2ND ST,44 E 2ND ST,"NEW YORK, NY 10003",10003,04/15/2019,FLIK INTERNATIONAL CORP,04/15/2019,09C,Food contact surface not properly maintained.,G,40.724829211638,-73.990110998723,103,02,003602,1066659,1004440059,MN22
54619,PAUL ROBESON HIGH SCHOOL FOR BUSINESS & TECHNOLOGY / PATHWAYS IN TECHNOLOGY / HEALTH ACADEMY,Brooklyn,150,ALBANY AVENUE,150 ALBANY AVENUE,"BROOKLYN, NY 11213",11213,07/08/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.675605058238,-73.938842489773,308,36,031100,3030553,3012160046,BK61
53895,P.S. 79 MANHATTAN,Manhattan,55,EAST  120 STREET,55 EAST  120 STREET,"NEW YORK, NY 10035",10035,07/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.802412345396,-73.942633750365,111,09,019800,1053968,1017470001,MN34
54597,BOYS & GIRLS HIGH SCHOOL,Brooklyn,1700,FULTON STREET,1700 FULTON STREET,"BROOKLYN, NY 11213",11213,07/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04M,Live roaches present in facility's food and/or non-food areas.,C,40.67943315167,-73.932407032946,303,36,027100,3047996,3017010001,BK61
53854,P.S. 41 MANHATTAN,Manhattan,116,WEST   11 STREET,116 WEST   11 STREET,"NEW YORK, NY 10011",10011,08/01/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.735685180799,-73.999025732568,102,03,007100,1010543,1006060049,MN23
54136,P.S. 188 MANHATTAN,Manhattan,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.719590493805,-73.97790392047,103,02,002000,1004349,1003560100,MN28
54619,PAUL ROBESON HIGH SCHOOL FOR BUSINESS & TECHNOLOGY / PATHWAYS IN TECHNOLOGY / HEALTH ACADEMY,Brooklyn,150,ALBANY AVENUE,150 ALBANY AVENUE,"BROOKLYN, NY 11213",11213,07/08/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.675605058238,-73.938842489773,308,36,031100,3030553,3012160046,BK61
81821,LITTLE RED SCHOOL HOUSE,Manhattan,196,BLEEKER STREET,196 BLEEKER STREET,"NEW YORK, NY 10012",10012,10/02/2019,CATER TO YOU INC,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.729331043579,-74.001565894784,102,03,006500,1008299,1005260020,MN23
340453,NORD ANGLIA INTERNATIONAL SCHOOL,Manhattan,44,E 2ND ST,44 E 2ND ST,"NEW YORK, NY 10003",10003,04/15/2019,FLIK INTERNATIONAL CORP,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.724829211638,-73.990110998723,103,02,003602,1066659,1004440059,MN22
119608,XAVIER HIGH SCHOOL,Manhattan,30,WEST   16 STREET,30 WEST   16 STREET,"NEW YORK, NY 10011",10011,09/25/2019,"COMPASS GROUP USA, INC.",04/15/2019,10J,Hand wash sign not posted,G,40.737795740891,-73.993800575286,105,03,005400,1080629,1008170072,MN13
54136,P.S. 188 MANHATTAN,Manhattan,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.719590493805,-73.97790392047,103,02,002000,1004349,1003560100,MN28
313927,QUEENS HS SUSPENSION CENTER - Q733,Queens,90-01,SUTPHIN BOULEVARD,90-01 SUTPHIN BOULEVARD,"Jamaica, NY 11435",11435,04/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.702832092286,-73.808351655857,412,24,024000,4206785,4096770016,QN61
356422,BLUE SCHOOL,Manhattan,156,WILLIAM ST,156 WILLIAM ST,"NEW YORK, NY 10038",10038,10/08/2019,"BUTTER BEANS, INC.",04/15/2019,,,,40.709936366881,-74.006045329746,101,01,001501,1001281,1000937501,MN25
340453,NORD ANGLIA INTERNATIONAL SCHOOL,Manhattan,44,E 2ND ST,44 E 2ND ST,"NEW YORK, NY 10003",10003,04/15/2019,FLIK INTERNATIONAL CORP,04/15/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.724829211638,-73.990110998723,103,02,003602,1066659,1004440059,MN22
54597,BOYS & GIRLS HIGH SCHOOL,Brooklyn,1700,FULTON STREET,1700 FULTON STREET,"BROOKLYN, NY 11213",11213,07/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.67943315167,-73.932407032946,303,36,027100,3047996,3017010001,BK61
335203,LEMAN MANHATTAN,Manhattan,1,MORRIS ST,1 MORRIS ST,"NEW YORK, NY 10004",10004,10/08/2019,LEMAN MANHATTAN PREPARATORY SCHOOL LLC,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.705895444384,-74.013377543954,101,01,001300,1000045,1000130027,MN25
53854,P.S. 41 MANHATTAN,Manhattan,116,WEST   11 STREET,116 WEST   11 STREET,"NEW YORK, NY 10011",10011,08/01/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,C,40.735685180799,-73.999025732568,102,03,007100,1010543,1006060049,MN23
53895,P.S. 79 MANHATTAN,Manhattan,55,EAST  120 STREET,55 EAST  120 STREET,"NEW YORK, NY 10035",10035,07/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,G,40.802412345396,-73.942633750365,111,09,019800,1053968,1017470001,MN34
54136,P.S. 188 MANHATTAN,Manhattan,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04M,Live roaches present in facility's food and/or non-food areas.,C,40.719590493805,-73.97790392047,103,02,002000,1004349,1003560100,MN28
53854,P.S. 41 MANHATTAN,Manhattan,116,WEST   11 STREET,116 WEST   11 STREET,"NEW YORK, NY 10011",10011,08/01/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,C,40.735685180799,-73.999025732568,102,03,007100,1010543,1006060049,MN23
54177,SEWARD PARK HIGH SCHOOL CAMPUS,Manhattan,350,GRAND STREET,350 GRAND STREET,"NEW YORK, NY 10002",10002,07/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.717341440773,-73.989596255641,103,01,001800,1005283,1004080030,MN27
53991,P.S. 115 MANHATTAN,Manhattan,586,WEST  177 STREET,586 WEST  177 STREET,"NEW YORK, NY 10033",10033,07/11/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.846535606917,-73.935204032319,112,10,026100,1063228,1021330040,MN36
313927,QUEENS HS SUSPENSION CENTER - Q733,Queens,90-01,SUTPHIN BOULEVARD,90-01 SUTPHIN BOULEVARD,"Jamaica, NY 11435",11435,04/15/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,G,40.702832092286,-73.808351655857,412,24,024000,4206785,4096770016,QN61
54597,BOYS & GIRLS HIGH SCHOOL,Brooklyn,1700,FULTON STREET,1700 FULTON STREET,"BROOKLYN, NY 11213",11213,07/12/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/15/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.67943315167,-73.932407032946,303,36,027100,3047996,3017010001,BK61
340453,NORD ANGLIA INTERNATIONAL SCHOOL,Manhattan,44,E 2ND ST,44 E 2ND ST,"NEW YORK, NY 10003",10003,04/15/2019,FLIK INTERNATIONAL CORP,04/15/2019,09A,Canned food product observed dented and not segregated from other consumable food items.,G,40.724829211638,-73.990110998723,103,02,003602,1066659,1004440059,MN22
86784,TRANSFIGURATION ELEMENTARY SCHOOL,Manhattan,29,MOTT STREET,29 MOTT STREET,"New York, NY 10013",10013,10/08/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/16/2019,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",AV,40.714717908202,-73.998838462792,103,01,002900,1079244,1001640037,MN27
53701,I.S. 145 QUEENS,Queens,33-34,80 STREET,33-34 80 STREET,"JACKSON HEIGHTS, NY 11372",11372,10/04/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/16/2019,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,G,40.754653601729,-73.88711145537,403,25,028500,4442764,4012520001,QN28
54605,FORT HAMILTON HIGH SCHOOL,Brooklyn,8301,SHORE ROAD,8301 SHORE ROAD,"BROOKLYN, NY 11209",11209,10/21/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/16/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.62789090766,-74.03998467476,310,43,004600,3152318,3060130001,BK31
54036,HANS CHRISTIAN ANDERSON ACADEMY,Manhattan,134,WEST  122 STREET,134 WEST  122 STREET,"NEW YORK, NY 10027",10027,08/06/2019,NEW YORK CITY DEPARTMENT OF EDUCATION,04/16/2019,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",G,40.806293234541,-73.948012632019,110,09,022000,1057683,1019060011,MN11
